TranslatedRecipeName,ingredients_parsed
Srilankan Style Sambol Recipe,tamarind cardamom podsseeds chilli flakes curry onion cinnamon stick pepper cloves
Mooga Gathi Recipe - Mooga Gathi (Recipe In Hindi),turmeric powder rye peppers coconut asafoetida jaggery curry chillies tamarind paste coriander sprouts
Parwal Masala Recipe - Parwal Masala Recipe,tomato ginger tsp garam masala powder cumin powder chilli powder bay coriander powder watermelon parwal
Whole Wheat Vegetarian Stromboli Recipe,flour bell pepper mozzarella cheese olive yeast onion olives mushrooms tomato basil pasta sauce eggs
Bhaat Na Rasawala Muthia Dhokla Recipe | Gujarati Rasiya Dhokla,ginger chilli rice bay ghee cinnamon stick chilli powder gram flour curd curry cumin turmeric powder
Broccoli Paratha Recipe,cumin powder flour chilli powder sunflower ghee paratha onion broccoli coriander powder garam masala powder sunflower
Pudina Dahi Chutney Recipe- Mint Yoghurt Dip,ginger chilli coriander curd mint sunflower
Gulab Sandesh Recipe - Cottage Cheese Flavored with Rose Water,pistachios rose rose chenna
Pudina Chutney Recipe,coconut mustard asafoetida jaggery curry urad dal chillies coriander tamarind paste mint turmeric powder sunflower
Drumstick Leaves Kadhi Pakora Recipe - Moringa Kadhi Pakora,drumstick ghee mustard coriander enos fruit powder ajwain chilli powder gram flour curd curry cinnamon stick chilli asafoetida asafoetida turmeric powder sunflower
Banana Sheera Recipe - Sweet Banana Halwa/ Pudding,cashew nuts bananas cardamom podsseeds milk jaggery raisins saffron strands ghee toasting sooji
Bandhakopir Ghonto Recipe (Bengali Style Cabbage Fry),tomato ginger garam masala powder mustard bay potato chilli powder peas shelled chilli cumin coriander powder turmeric powder chillies mustard potato cabbage
Mithi Mathri Recipe (Crispy Fried Sweet Fritters),ghee chiroti rava cardamom powder flour
Pumpkin Kofta Curry Recipe,tomato corn flour ginger parangikai pumpkin potato skin chilli fennel amchur cardamom podsseeds chilli powder cloves garlic gram flour curd coriander onion coriander powder turmeric powder cloves garam masala powder
Simple Mutton Curry With Coconut Recipe,tomato peppercorns olive cloves garlic curry onion turmeric powder chillies coconut cardamom chilli powder curd ginger bay fennel ginger garlic paste cinnamon stick mutton cloves
"Sun Dried Tomato, Sprouts And Cream Cheese Bagel Sandwich Recipe",cheese sun tomato britannia bean sprouts bagel figs parsley lemon
Suran Ki Sabzi Recipe - Jimikand Masala Vegetable Recipe,tomato cardamom elephant yam ginger kashmiri chilli powder coriander ghee peas curd cinnamon stick turmeric powder cloves garam masala powder
Rajma Kofta In Milk And Poppy Seed Gravy Recipe,cashew nuts asafoetida coriander ghee milk saffron strands raisins chilli powder gram flour cumin poppy paste rajma garam masala powder
Andhra Style Mukkala Pulusu Recipe-Sweet Tangy Vegetable Stew,chana dal potato skin tamarind gourd cubes mustard asafoetida jaggery chilli powder drumstick stick pearl onion coriander chillies methi urad dal cumin curry turmeric powder chillies
Tomato Chutney Recipe,tomato chilli coriander leavesinclude stem coconut mustard asafoetida kashmiri chillies chilli curry chillies onion chana dal sunflower
Instant Bengali Aam Doi Recipe  - No Cook Sweet Mango Yogurt,cream mango mango saffron strands curd milk
Sabudana Khichdi Recipe With Vegetables (No Onion No Garlic Fasting/Vrat Recipes),cashew nuts beans sabudana chilli bay cardamom podsseeds ghee peas carrot badam cloves
 Badanekaayi Gojju Recipe,coriander rye peanuts spoon peanuts turmeric powder eggsplants chilli powder chillies onion tamarind paste coconut great cumin
Papad Raita Recipe,cumin powder paprika powder papad masala preferably curd coriander
 Arbi Ka Saag (Recipe In Hindi),turmeric powder chilli coriander yogurt asafoetida chilli powder mustard arabica ginger garlic paste onion coriander powder
Corn Chilli Cheese Momos Recipe,ginger britannia cheese four pepper tango britannia cheezza pepper powder cloves garlic chilli flakes sriracha sauce soy sauce veeba chilli sauce corn flour chillies
Methi Pakoda Kadhi Recipe - Punjabi Kadhi Pakora,ghee coriander methi enos fruit powder chilli powder ajwain sunflower methi pakoras gram flour curd chilli onion cumin cinnamon stick coriander powder asafoetida asafoetida turmeric powder
Hurali Saaru Recipe - Healthy Horse Gram and Coconut Curry,tomato horse gram dal least ginger tamarind coconut sambar powder mustard potato asafoetida ghee cloves garlic curry chillies onion cinnamon stick cloves
Punjabi Style Spicy Arbi Sabji Recipe,amchur ghee coriander chilli powder colocasia root onion cumin turmeric powder chillies garam masala powder
Veggie Rava Idli Recipe- Healthy Breakfast Idli,ginger chana dal coriander mustard peas carrot curry curd corn sooji enos fruit chillies sunflower
Kerala Style Konju Curry With Thengakothu Recipe (Kerala Style Prawn Curry),ginger coconut kokum enough prawns mustard methi powder chilli powder cloves garlic curry onion coconut coriander powder turmeric powder prawns kokum
Healthy Kabuli Chana Pakora Recipe,chilli coriander fennel chilli powder kabuli chana garlic onion mint
Caramelized Coconut Cake Recipe,powder flour coconut vanilla eggs coconut milk flour butter sunflower
"Rava Upma Recipe With Peanuts, Peas & Corn",tomato asafoetida coriander peas carrot curry urad dal onion cumin chillies anardana powder peanuts mustard chilli powder lemon sooji ginger ghee corn bell pepper coriander powder
Mint Vegetables Moilee Recipe (Mixed Vegetables Cooked In Minty Coconut Milk),tomato ginger chilli mustard curry onion garlic lemon mint paste pepper powder coconut milk coconut mixed vegetables (potatoes sunflower
Dhungare Baingan Recipe,cumin powder kashmiri chilli powder chilli ghee brinjal coriander curd onion garam masala powder
Chatpate Aloo Recipe With Sesame Seeds,cumin powder amchur coriander chilli powder potatoes coriander powder turmeric powder sesame garam masala powder sunflower
Thai Spicy Green Papaya Salad Recipe With Sweet Corn - Som Tum Khao Pod,tomato ginger palm cloves garlic carrot soy sauce papaya peanuts corn thai chilli regular chillies
Super Easy Eggless Banana Clafoutis Recipe,confectirs bananas milk custard powder butter
Japanese Cotton Cheesecake Recipe,cheese britannia corn flour rabdi milk saffron strands flour cardamom powder eggs butter
Amla Achaar Recipe | Hot & Sweet Indian Gooseberry Pickle,peanut mustard kashmiri chilli powder asafoetida jaggery amla methi turmeric powder
Watermelon Cranberry Mocktail Recipe,cubes palm cranberry juice rose drop rose essence watermelon
Mushroom Thoran Recipe-Kerala Style Mushroom Sabzi,coconut mustard curry curry chillies cumin mushrooms turmeric powder chillies sunflower
Coorg Style Kaad Manga Curry Recipe -Sweet & Spicy Mango Curry,mustard jaggery mango variety chilli curry asafoetida coconut chillies
Ripe Guava Chutney Recipe (Amrood Ki Chutney),guava jaggery cloves garlic curry urad dal parsley lemon peanuts chillies sunflower
Stuffed Mussels Recipe,chilli chilli powder cloves garlic tomato ketchup onion thyme mussels parmesan cheese sunflower sauting turmeric powder
Moong Dal Rasam / Retired Pappu Charu Recipe (Lemon Infused Indian Lentil Soup),yellow moong dal asafoetida generous ghee mustard curry ginger tiny coriander chillies lemon cumin turmeric powder chillies
Hurali Kalu Chutney Recipe - Horse Gram Chutney Recipe,tamarind coconut mustard asafoetida ajwain jaggery cloves garlic chilli curry pearl onion coriander urad dal chillies equy horse gram dal sunflower
Instant Kalakand Recipe -Indian Festive Sweet Recipe,paneer ghee grease pan cardamom powder milk rose drops mixed nuts
Sattu Ka Paratha Recipe (Stuffed Channa Dal Flour Paratha),flour ginger mustard coriander mango pickle cloves garlic gram flour onion ghee parathas chillies kala jeera
Stir Fried Water Chestnuts Recipe,singhade paprika powder coriander chilli flakes cloves garlic olive pepper powder
Thai Style Sweet And Sour Cucumber & Carrot Salad Recipe,stalks spring onion sesame rice vinegar carrot chilli flakes peanuts cucumber
Æbleskivers Recipe- Danish Chocolate Pancake Puffs,butter grease pan cayenne pepper eggs dark chocolate chips milk vanilla caster cocoa powder flour butter oats cinnamon powder
Chinese Tacos (Salad Taco with Hot and Sweet Vegetables) -Fusion Recipe,tomato lettuce tofu ginger chilli spring onion greens cauliflower sesame cloves garlic carrot corn bell pepper soy sauce onionlengthwise mushrooms chilli sauce chilli smer
Homemade Chikoo Ice Cream Recipe,milk powder chikoo chickoo milk full milk
Besan Burji Recipe-Chickpea Flour Scramble Recipe,bell pepper cumin powder chilli powder gram flour curd coriander onion cumin mushrooms turmeric powder chillies flax seed powder
Karnataka Style Avarekalu Sagu Recipe-Hyacinth Beans/ Mochai Kurma,tomato mustard coconut cardamom podsseeds potato gram dal cloves garlic curry coriander coriander onion lemon poppy cinnamon stick cloves avarekalu lilva beans chillies sunflower
Chap Badami Recipe (Lamb Ribs Cooked In Almond Paste),kewra essence drop nutmeg coriander peppercorns vinegar cardamom podsseeds cardamom podsseeds garlic chilli powder cloves chilli powder ginger curd onion paste lamb chops papaya paste bay ghee badam cinnamon stick cloves
Sindhi Toor Dal Recipe With Aam Papad - Aam Papad Dal Recipe,tomato ginger arhar dal coriander ghee chilli powder cloves garlic aam papad cumin methi turmeric powder chillies
"Chettinad Fish Fry With Roasted Corn, Onions And Carrots With French Beans Recipe",corn kernels olive carrot onion pepper powder turmeric powder chana dal sunflower fish lemon beans coriander powder mustard chilli powder chilli garlic balsamic vinegar butter curry parmesan cheese
Maharashtrian Style Bhogichi Bhaji Recipe - Mixed Vegetable Curry,tomato coriander powder chilli coconut brinjal coriander mustard jaggery chilli powder asafoetida drumstick curry onion methi avarekalu lilva beans potato turmeric powder sunflower
Goan Masoorchi Usali Recipe (Black Lentil Stir Fry),tomato chilli coconut mustard asafoetida coriander curry onion cumin turmeric powder masoor dal sunflower
Rajasthani Sweet & Spicy Ker Sangri Sabzi Recipe,amchur asafoetida ajwain jaggery chilli powder raisins coriander chillies sangri coriander powder turmeric powder ker sunflower
Maharashtrian Bakar Bhaji Recipe,coconut mustard asafoetida coriander jaggery chilli powder curry chillies poppy methi maharashtrian goda masala tamarind paste turmeric powder sesame chironji parangikai pumpkin skin intact sunflower
Healthy Oatmeal Energy Bar With Dates & Nuts Recipe,pecans peanut butter pistachios oats badam
Badusha Recipe | Balushahi Recipe - Sweet Indian Doughnut,ghee pistachios curd cardamom powder flour sunflower
Chana Dal Pulao Recipe,tomato basmati rice chillies garam masala powder chillies onion lemon cumin turmeric powder chana dal sunflower
Ellu Kuzhambu Recipe- Sesame Seeds Kuzhambu,tomato per chana dal mustard sesame chilli powder sesame pearl onion urad dal sesame cumin methi pepper powder potato turmeric powder tamarind
Vanilla Choco Mousse Recipe With Chocolate Chips,cream chocolate ganache coffee powder chocolate cake frosted vanilla chocolate chips
Sabakki Upittu Recipe (South Indian Style Sabudana Khichdi),cashew nuts yellow moong dal chana dal nylon sabakki ghee mustard asafoetida coriander peas urad dal curry chillies onion lemon coconut chillies buttermilk strained remove lumps sunflower
Kumbakonam Kadappa Recipe - South Indian Style Lentil and Potato Stew,tomato chilli mustard bay coconut fennel cloves garlic curry onion lemon cumin moong dal cinnamon stick potato chillies sunflower
Spicy Arrabbiata Pasta Recipe With Sun Dried Tomatoes,spaghetti pasta tomato sun tomato basil chilli powder cloves garlic olive oregano
Zarda Pulav Recipe (Rice Flavoured With Nuts And Saffron),cardamom basmati rice saffron strands generous nutmeg powder bay ghee cardamom podsseeds pistachios raisins coconut milk coconut milk almond milk cinnamon stick badam cardamom powder cashews cloves
Potala Rasa Recipe (Oriya Style Parval Sabzi),tomato coriander peppercorns cumin turmeric powder chillies chenna sunflower coriander chilli cardamom podsseeds raisins cashew nuts paste pointed gourd coconut chilli powder ginger bay cinnamon stick poppy cloves
Poha Buttermilk Idli Recipe,ginger coriander poha mustard curry garlic buttermilk sooji rice flour chillies sunflower
Murungai Keerai Puttu - Drumstick Leaves Puttu Recipe,drumstick ghee coconut ragi flour bajra flour rice flour
Spicy Marinara Sauce Recipe,tomato cumin powder chilli powder chilli flakes olive cloves garlic onion oregano
Besan Halwa Recipe,ghee gram flour badam cardamom powder
Chatpata Baby Potato Recipe,coriander fennel peppercorns ginger garlic paste coriander chillies cumin potatoes tamarind paste sunflower
Egg Salad Recipe With Sun Dried Tomatoes And Scallions,sun tomato spring onion greens tme olive classic mayonnaise lemon pepper eggs
Crispy Paneer Pakora Recipe With Garlic Chutney,enos fruit asafoetida chilli powder gram flour chillies paneer paneer garlic lemon rice flour turmeric powder cumin
Biuli Dal Er Boda Recipe - Bengali Style Urad Dal Vada,sunflower onion sooji chillies urad dal
Kerala Style Whole Wheat Parotta Recipe,flour ghee milk ghee
Hariyali Pav Bhaji Recipe,tomato asafoetida onion cumin turmeric powder spinach sunflower pav bhaji masala pav buns chutney garam masala powder mustard chilli powder chillies butter potato peas curry ginger garlic paste coriander gourd
Hunan stir fried Chinese Leaf cabbage with Tofu & Chilies Recipe,bell pepper cloves garlic soy sauce chilli chilli sauce onion chinese cabbage hoisin sauce pepper powder tofu onion
Masaura And Potato Tarkari Recipe,tomato cumin powder sunflower masauras onion cumin pepper powder ginger paste potato turmeric powder chilli paste garlic paste
Classic South Indian Rava Idli Recipe,cashew nuts ginger mustard asafoetida carrot curd coriander urad dal curry sooji enos fruit chillies sunflower
Oven Baked Rice Casserole Recipe,yellow bell pepper tomato paprika powder cloves garlic olive carrot corn onion bell pepper mozzarella cheese herbs basil zucchini yellow zucchini rice garlic rosemary mixed herbs tabasco original sauce milk chilli flakes parsley bell pepper
